,Unnamed: 0,title,guest_favorite,rating,number_reviews,type_host,hosting_time,price,all_reviews,complete_data_list
92,92,Chillax!!! 5 minutes to airport. 1 bed.,True,"Rated 4.91 out of 5 stars.
4.91",,Superhost,6 years hosting,€ 211 ,"['The house was easy to find. The place was very clean and cozy. Steve always replied within seconds to our messages.\nI’ve chosen the place for one night before an early flight and it was as expected.\nIt’s a bit difficult to reach the Strip with public transportation though.\nI recommend and would stay again.', 'clean place, great area', 'Very happy with this stay! Close to the airport so really nice since we landed quite late', 'Very near the airport and house is very clean.', 'Amazing! High recommend', 'Great place to stay!!']",['1 queen bed · Shared bathroom']
93,93,New Studio in downtown,True,"Rated 4.97 out of 5 stars.
4.97",,Superhost,1 year hosting,€ 81 ,"['Very easy check in! Nadiesna was super responsive - she answered all of my questions within minutes. The place offers such a great value with the entire space to yourself. There’s water and snacks in the studio which I really appreciated. Would stay again if im ever back in vegas', 'Peaceful and quaint, second time staying here and again, it did not disappoint! Until next time!', 'Nadiesna was extremely responsive and accommodating. I was really only there to sleep and get ready throughout a business conference, so it was perfect for that. Great location, I felt safe, it was quiet. I would definitely stay here again!', 'Definitely recommend..will stay again. very clean', 'A quiet and safe area, away from the hustle and bustle, 10 minutes to the strip by Uber, dear hostess, I advise you to choose these apartments!', 'Clean and cozy studio close the strip. Would stay again and highly recommend']",['2 guests · 1 bedroom · 1 bed · 1 bath']
94,94,Private room and bathroom at brand new home! 1,True,"Rated 4.96 out of 5 stars.
4.96",,Superhost,4 years hosting,€ 150 ,"['Very friendly hosts! Both Charles and his wife were always helpful.', 'Great spot just off the strip. The house and the room is extremely clean and as in the pictures. Communication with Charles was easy and quick.', ""It was really comfortable and relaxing for two days at Charles's house, very happy and thankful for this choice, the house is very nice, clean and comfortable, Sister and May uncle are very welcoming, every place can see the owner's heart, the garden is also very comfortable, morning and evening must stay in the garden.Come back and choose only here next time."", 'Definitely the best bnb experience ever! Charles’s house is so pretty and clean and he’s wife is so nice to talk with. Will recommend and back again.', 'Our room has a private bathroom, the bathroom is clean and tidy, the house is located in the neighborhood with a password gate is very safe, and it is not far from the popular scenic spots in the center of the city by car.The host was super welcoming and had her daughter provide us with Vegas tips.Many thanks!', 'Charles’ home was perfect for my long weekend stay. Their home is impeccable and him and his wife were kind and generous hosts. I appreciate their beautiful space and warm hospitality. Thank you!']",['1 queen bed · Private attached bathroom']
95,95,"Nice and Cozy studio , 4 minutes from✈",True,"Rated 4.92 out of 5 stars.
4.92",,Superhost,5 years hosting,€ 192 ,"['absolutely perfect! It had everything I needed and more. Comfy and cozy too.', 'Loved staying here it was super clean and quiet.', 'Clean place. Worth the money.', 'N/A', 'Olga’s listing was perfect. Quick and easy. Open driveway to park my car and easy access into the room. The AC was working so good you’d forget you were in the desert. Thank you once again.', 'we were well entertained here for a night']",['2 guests · 1 bedroom · 1 bed · 1 bath']
96,96,Cozy Vegas Getaway,True,"Rated 4.88 out of 5 stars.
4.88",,Superhost,2 years hosting,€ 118 ,"['Clean and comfortable place. Comely is also responsive for any questions.', 'Airbnb was exactly as listed! It was quiet, clean, and super modern. Would stay again :)', 'Great location, very secure but also easy to get in and out off. With supermarkets, food and lots of other conveniences near by I really recommend this property.\nEverything was as described and better (even had a nutribullet to make morning smoothies). Yes other reviews are correct, the AirCon is a little noises (airdraw/flow) but on the plus side I found it very comfortable to sleep at night with the ceiling fan on and the balcony door cracked.\nParking is easy, apartment is spacious, well fitted out and your host is very easy to communicate with and helpful.', 'Comely was an excellent host. She was flexible and hospitable. The place was incredible and well located. We would stay again!', 'Apartment was just what I needed for a solo trip to Vegas. The place was clean and smelled great. Loved the patio and not a bad view as well! Would definitely recommend this stay to anyone visiting Vegas.', 'Comely was accommodating and communicative. The place was great. Thanks for a wonderful stay']",['3 guests · 1 bedroom · 1 bed · 1 bath']
97,97,Lovely stay in Vegas,True,"Rated 5.0 out of 5 stars.
5.0",,Superhost,2 years hosting,€ 188 ,"['This was my first time in Vegas and in an airbnb. The hospitality was A+ with a beautiful environment and a very clean house, Amin and his brothers were super friendly, helpful and nice people which made me feel very comfortable and at home. I will definitely recommend anyone who is looking for an airbnb in Las Vegas should definitely contact Amin.', 'Great stay with all amenities', 'Amin and the guys were very friendly and accommodating. Bedroom, bath and kitchen were clean and organized. Excellent room to stay in if you’re looking for something inexpensive and somewhere peaceful to stay in. 100% would recommend to anybody.', 'Thank you Amin and hosts! Everyone was very friendly, accommodating!\nPrivate room was clean, with personal tv and fridge. Neighborhood was quiet and safe.\nI would stay here again if I was in town and wasn’t looking for the “on the strip Vegas” experience.\nOnly 15 mins away from the Downtown Vegas area', 'Great place to stay while in Vegas! amazing hosts. hope to be back soon.', 'Amins place was fantastic. I asked a lot of questions and got all the answers. Everyone was very kind and helpful. Will definitely come again when I visit Las Vegas']",['1 single bed · Shared bathroom']
98,98,Non gaming MGM Signature Studio,False,4.33,6.0,normal_host,4 years hosting,€ 57 ,"['MGM Signature is always our favorite and Hope was wonderful. She was terrific in anticipating anything we might need and sending us all the info before we even had to ask. Place was clean and perfect!!', 'I will never book this place again. I might as well just rent a hotel', 'Recommended,Very comfortable place. Good location', 'Everything very good would 👍🏻 definitely come back', 'This was a great stay! Wonderful location for walking to the Las Vegas strip or 20 mins to the Sphere! All hotel amenities were easy to access and no problems!', 'Absolutely lovely accommodation in Las Vegas for an amazing price: the economy of being able to fix snacks and small meals is great, the jetted tub so nice and certainly the quintessential view of the Strip enjoyable. Hope has complete instructions and keeps in touch at all steps.']",['4 guests · Studio · 2 beds · 1 bath']
99,99,fabulous studio in las vegas,True,"Rated 4.86 out of 5 stars.
4.86",,Superhost,3 years hosting,€ 139 ,"['This is a very nice place away from the city hassle in Las Vegas.', 'Overall nice place, and private space.\nThe mattresses still have the plastic on which created A LOT of noise every time you turn sides and created A LOT of heat when you slept. So those plastic covers on mattress should be removed. Rest was good.', 'Ariana was a great host and very responsive.', 'I got the best sleep in this peaceful abode. The place was just as the photos and owners described. The entire place looked newly renovated and everything was pristinely clean. I would love to rent this space long-term. There is even an outdoor space for the attached guesthouse with a small table and seating for two. There is also a secure locked gate for added security leading to the quarters.', 'Place was so nice, modern and cozy. Arianda was really helpful, always responds for any questions. If I’ll be in LV in the future, I’ll deffinitely come back.', 'Very friendly host and super responsive when necessary. Would recommend!']",['4 guests · 1 bedroom · 2 beds · 1 bath']
100,100,Las Vegas STRIP VIEW Palms Condo,False,4.77,35.0,normal_host,4 years hosting,€ 195 ,"[""Although I was extremely excited with my stay at the Palm Place and the airbnb room. The check in was a downer. I made dinner reservations bases on check on time, not to mention for a bday celebration with other guess attending. I had to wait 2 hours to check in after 3p and rush ro organize a bday dinner by 6p. Not happy and think paying extra money to check in early is ridiculous. the hotel fees should cover all that. I'm thankful things went as plan for our celebration."", 'The room has a great view, easy to get to the strip.', 'Great place close to the vegas strip and perfect size space.', 'Great place to stay in vegas', 'Nice & beautiful view can’t go wrong with this place enjoyed our stay, and will book again.', 'This was the perfect place for my boyfriend and I to getaway! It’s super spacious for two with an AMAZING balcony and view! The bed was super comfy & the hotel pool was great. We would definitely stay here again!', 'Beautiful place! View is as pictured, better in person if course. Given the night, New Years Eve, price was perfect in comparisson to all other options looked into. Thank you!', 'If you are looking for a room with a great view, balcony access, minutes away from the strip this is the place. We just weren’t satisfied with the cleanliness of the room at all. Jaclyn did refund us part of the cleaning fee which we were grateful for because we did pay a good amount.', 'Great stay, easy access, would stay again', 'Great place and views!', 'Comfortable and well-appointed condominium.\nEasy and free parking.\nGood location off the Strip.\nBalcony with a great view of the Strip.', 'Absolutely lovely place to stay at', 'Jaclyn’s listing was great!!! Everything was super clean. Check in and out was super easy!! Extra amenities were in the closet for use which was great. Balcony was amazing!', 'loved this airbnb. it was so nice.', 'Loved staying here! Looked exactly like the pictures and the host was very accommodating to any issues we had weeks before our stay! The area felt very safe and was a 10min drive to the strip walk. I will definitely be coming back!', 'I just completed an eight night stay in their condominium. I was attending a tradeshow. The view encompasses everything from the stratosphere all the way to the airport and has the mountains behind. The balcony and the view are amazing. I set up an awesome work area because there’s so much room so I had all my work stuff spread out. It was great. The security in the hotel is very thorough so I didn’t see any hookers and felt safe the whole time in the parking lot in the casino and in the condominium complex. I needed a little assistance at the beginning and the end of my trip and Jaclyn was fantastic, extremely helpful.', 'Jaclyn was a wonderful host and I would recommend her place without hesitation! She responded quickly and was very helpful, place is amazing with a view that is mind blowing! Thank you 😊 I will book again', 'Very good love localization and communicative host. Room had some broken elements.', 'Jaclyn is an amazing host. She responds to any message you have and is extremely friendly', 'Great place, nice vibe.', 'We had a wonderful time and will book again', 'This was a great spot! Highly recommended', 'Great location and view, exactly as host described. Great price too!', 'Jaclyn is great! She responded quickly was always friendly. Thank you!!', 'Amazing place with view of the strip on the balcony. Host responsive with question before and during stay. Will stay here again', 'The place was as described and host responded promptly! I forgot to pack a few things and was able to purchase items in the downstairs lobby area which was super easy :) Ride shares were easy from the location and only about 10 min from the strip', ""My husband and I loved staying here for our honeymoon. It was close enough to the strip but didn't have the congested traffic like the strip. The views from the balcony were beautiful as well. I would definitely stay here again."", 'This condo is conveniently located. Our frustration with this booking was upon check-in. The condo was very dusty (phones, remotes, lamp shades, chairs, a/c vent, etc.) and the bathroom was not cleaned. The tub and sink had visible hair and dirt. We contacted the host immediately. We were told to call the front desk for a housekeeper. The front desk associate shared that it would be at our expense because the owner would need to make contact to avoid a charge to us. I’m not sure if the owner was trying to avoid this charge by directing me to the front desk first, but it was disappointing. When I shared this information with the owner, I also included photos of the dirty bathroom and dusty areas. We also shared a few broken elements that we discovered while waiting. The host later responded that someone would be up to address my issues and bring it to « my standards ». I stated that it should be cleaned upon arrival. We left the condo better than we found it. Beware of additional cost!', 'Great stay so much to do here.', 'It was a nice place to stay in, clean and great location.', 'Place was near , loved the balcony only thing that stood out and I feel need attention is the wall behind the bed need some tlc.', 'Wonderful stay! Love the location and amenities, so easy to grab an Uber to any place on the strip. The sunshine on the balcony in the morning felt amazing and great view of the strip. Has fake grass and comfy seating on balcony. Very quiet location but still close enough to action. Check in was a breeze and everyone was friendly. Jaclyn did great prepping us for the stay with all the instructions. The only things that we didn’t like was that there was absolutely no water pressure in kitchen sink so washing our dishes was not easy, and the pull out bed collapses in on 1 end so if you’re needing to fit 2 people on there they will NOT be comfortable at all, luckily we only had 1 person that had to sleep on that.\nOh and bring your own roll of toilet paper because what was provided was thinner than 1 ply tissue paper', 'Great place to stay!! Jaclyn was awesome and took care of me when I got into a bind. The AIRBNB I had originally book canceled on me minutes from checking in and I was sitting in the parking lot with no place to stay. Jaclyn came to the rescue and I was able to book with her on the spot!\nThe location is perfect and only minutes from the strip. It had everything I needed for my stay, and I will definitely be booking with her for all my future visits.', 'Will be staying again', 'GREAT area, and GREAT scenery!\nCould use minor upgrades.. overall I was comfortable and close to everything! Pictures were very accurate!']",['2 guests · 1 bedroom · 1 bed · 1 bath']
101,101,ROOM D - Comfy LV Home,True,"Rated 4.95 out of 5 stars.
4.95",,Superhost,10 months hosting,€ 112 ,"['Hello, I highly recommend this accommodation and the personal very responsive to the need and especially the\nImpeccable cleanliness shower , WC ext... all are super well located very nice area again thank you', 'This was a quiet place to stay in Vegas, would definitely recommend as it is also close to the airport.', ""we stayed for one night before our return flight. Loved the common space where we could relax and have dinner. Room was Comfortable and instructions were clear with the areas marked and easy to follow. we could do our laundry for free. It's highly recommended if you have a car."", 'Donald gave updates and reminders for laundry and any procedures! Very proactive. Check in was easy and the rooms are marked well.', 'Good place to stay in Las Vegas, as described, would stay here again!', 'I had a wonderful stay in this cozy room! It was spotless, comfortable, and exactly as described.\nOverall, it was a great experience, and I wouldn’t hesitate to stay here again!']",['1 bed · Shared bathroom']
102,102,Trump Tower High Floor with Strip & Sphere View,True,"Rated 4.87 out of 5 stars.
4.87",,Superhost,10 years hosting,€ 135 ,"['Fantastic, better then expected!', 'Beautiful place and David was extremely helpful and friendly! Highly recommend!!', 'So much for the price. Would highly recommend this Airb/b. Felt like I was a millionaire!', ""What to say except that everything was perfect! The hotel is very nice. The bedroom is very large, cozy, with the best possible view of the Las Vegas strip. David is an excellent host who is very available and clear in his explanations. No problem during the stay. We'll be back for sure! Thank you so much David!"", 'incredible view on 47th floor overlooking the sphere. The Accommodation is incredible. It has everything you need, the parking lot is free. The car takes you and brings it parking voucher but it is free', 'Top']",['4 guests · Studio · 2 beds · 1 bath']
103,103,Affordable & Accessible Condo Near Vegas Strip,False,New,,Superhost,4 years hosting,€ 86 ,"['Thank you guys for service\nMy pleasure 🙏🏻', 'Clean place. Seemed like a new Airbnb']",['3 guests · 1 bedroom · 2 beds · 1 bath']
104,104,Modern Guesthouse w/ private parking & entrance,True,"Rated 4.95 out of 5 stars.
4.95",,Superhost,3 years hosting,€ 87 ,"['Beautiful, comfortable, peaceful, and clean. Great place to stay and look forward to next time!\nAmanda was a wonderful host, with good communication and service qualities. Thank you!', 'Excellent host , with an excellent space', 'Excellent place to stay, the area is very nice, quiet and safe.\nThe place is nicer than the pictures, super clean and has everything you need.\nIf you are going to go to the strip is 15 mins uber or you can buy the public transport pass it is very good.\nAmanda is very attentive, feel free to book.', 'This airbnb was perfect for my weekend getaway. It was plenty of space for two and very clean and cute.', 'Only stayed 1 night, but very comfortable and clean room. We enjoyed the rainfall shower head and large TV the bedroom. Definitely would have stayed multiple nights if we were in the area longer.', 'Nice design, nice execution. Ideal for my wife and I, if she were still living. Good refrigerator though minimal stove that gets the job done.\nIt’s convenient to my son’s house and downtown.']",['2 guests · 1 bedroom · 1 bed · 1 bath']
105,105,14 min away from the Strip Newly remodeled house!,True,"Rated 5.0 out of 5 stars.
5.0",,normal_host,1 month hosting,€ 50 ,"[""Thank You Ivan for offering a comfortable, pleasant home that was not far from the Strip, Airport and other activities. The host responds quickly. The house is Gorgeous!! & The pool area was great. Home is great for a family Stay or if you have some friends looking for a getaway like I did, no ones bothering you or feeling watched, as long as you follow the rules you'll be fine.. Thanks Host for a great bday stay 👍"", 'Beautiful house! The hospitality was the best, we had a blast!', 'My family had a great time at this property, especially the kids! We all loved the pool and spa, pool table, and ping pong table. We also loved that it is very close to the airport, so picking up family members was quick and easy. The host was very quick to respond to all of our questions. Would definitely stay at this property again!', 'You will feel in Casa, Lugar safe and pleasant to spend with his Fam and the conditions are exactly what we needed Thank you.', ""Thank you very much lvan this was a beautiful place the most up respect for you you was a good host you answer all the questions and even text email and even call to see how's everything going I love this place I can do this again at the same place. I love the backyard to the front yard garage living room pool table everything rooms master bedroom it was wonderful it feel like he was at home I would give Ivan a 10 star"", 'Ivan’s house is most definitely one of the best homes we stayed at since we started renting Airbnbs . Especially in Las Vegas ! We had booked last minute literally an hour before check in and he was able to successfully give us all rules and codes to enter home without a problem. Will definitely come back without a doubt! Next time more Days !']",['14 guests · 6 bedrooms · 8 beds · 3.5 baths']
106,106,Bright & Modern private studio - Central,False,4.73,241.0,normal_host,3 years hosting,€ 97 ,"['Cute little place, and looked exactly like the pictures! Thank you!', 'Great place! Definitely would rent again!', 'Cute spot with just what you need', 'Everything is great!!', 'Great place! Thank you', 'Great for the price offered , quite neighborhood,', 'Nice place, has full kitchen and enough room for two people to fit comfortably. Great location away from busy city but only about 30 minutes from downtown. Easy to find and easy to check in and out. Only complaint is that there was pet/human hair on bed sheets and towels. The place was clean except for those things. I would stay here again but suggest the sheets and towels are thoroughly cleaned better.', 'Everything good no complain\nThank you Melissa', 'The Airbnb was a small apartment, adjacent to the main house, which was very nicely decorated and we got in easily. It was relatively far from the Strip, which is why a car is definitely needed. Otherwise, the area was relatively quiet and peaceful. Communication with Melissa went smoothly and she was very helpful.', 'Good experience. I would surely come back if I needed to stay in LV again!', 'Good stay, would definitely recommend. Quiet neighborhood and cute studio.', 'Very nice and clean for a night stay in Vegas', 'Everything was wonderful. Highly recommended!', ""Melissa was super friendly and accommodating. Airbnb was clean and it had everything you needed. It takes a bit of a while to get to the Las Vegas Strip, but you're in a very quiet neighborhood. Value for money top!"", 'Melissa’s place was exactly what we needed. Everything felt smooth.', 'Great stay!! loved the shower.', 'Attentive with every instruction about the accommodation, clean and without thinking twice I would go back to stay on my next trip.', 'this is exactly what it is: a studio apartment, 20 minutes from the airport. It’s quiet and well appointed.', ""Cleanliness - spotless. smelled great\nperfect\nit looked like a hotel suite and wonderful comfortable\nShower so comfortable and fun waterfall\nthe only minus was noisy cats and dogs next door\nthe mattress was old timey springs and really bad. Everything else was perfect, but if this had a good mattress for a good sleep then I'd come here everything and wood recommended"", 'Great place and great host. Easy check in and exactly what it shows in the photos, highly recommended 👍', 'Great spot in Vegas to save from resort fees', 'We really enjoyed Melissa’s place. Great hospitality. Would love to have her as a host again if she would have us! Very clean and private, she made sure we felt at home! Thank you again and I totally recommend her place for your stay!', 'i loved staying here', 'Place was extremely small. Yes, it was clean...but the amenities were few. One face towel, (had to ask for more). You must bring your own coffee. Bed was squeaky and loud with each movement. Shower was ""cute"", but not what you\'d expect. Dog barked and barked for awhile when we arrived. It was like he was inside our room (loud). Only 4 hangers in the big walk in closet. No window to look out of. Felt like we were in a big white box. No local TV channels. Had to watch Tubi TV or something like that.\nOverall, it was what it was...but we have seen worse. We felt that it could have been more accommodating for guests instead of the ""bare minimum"" of certain things.\nWe understand the concept, and see the vision of what this place could be, but it still has a ways to go to be worth the $$ spent. Ok place to sleep, just be prepared. Only my opinion.\nHowever, thank you Melissa for the stay.', 'Great place for a quick overnight stay. Melissa was quick to communicate/easy to reach.', 'Great place to stay in Vegas. I would definitely come back 💯', 'i enjoyed my stay here although i did notice a couple of dirty spots on the bedroom and in the restroom. overall the guesthouse was really nice and comfortable. would book again and hopefully the house is a bit more clean and looked into with the small details.', 'Good evening, everything as seen in the photos I would stay again without hesitation', 'Great place to stay, super cute and clean. About 20 minutes from the strip which isn’t too inconvenient. All amenities worked great, only thing I would suggest is a darker window shade on the door. The sun was too bright at 7 a.m. lol', 'Melissa’s place was available last minute for my wife and I. They did a great job converting the garage into a beautiful rental. That being said, there were a couple things. The parking was a little tight, which was fine. The bed was a little firm and springy, but I slept fine still. There were a couple dogs that barked for about 2 hours starting at 6am. We’re used to that at home but you may not be. Overall a good stay and location for the price!', ""I enjoyed my stay here! It looked just like the photos and had all the necessities! I had a lot of privacy and it's perfect for one person, maybe two. It was relatively clean, although I did notice a few stains here and there. I just sanitized them; nothing major. It's about 20-30 mins from the main attractions which isn't bad considering the price/location! Just factor in that you won't be right in the mix of the city, which on the flip side is nice to be away from noise. There was a barking dog next door, which was completely out of the owner's control. He woke me up a couple of times, but other than that it was an extremely quiet stay with good value!"", 'Had a comfortable and quiet staying. Will book again if needed.', 'Great place to stay', 'Melissa’s place was so cute and quaint. The rain head shower is PHENOMENAL.\nMelissa was also so helpful and offered multiple times for us to reach out if we needed anything, and she allowed us an early check-in!', ""Good option for an overnight stay. AC noise was really annoying... Definitely an opportunity for improvement, but other than that it's a decent location/place."", 'Melissa was so helpful, as my first time at a bnb she was very clear and answered any and all questions I had. She was super responsive. As for the space itself, while small, it was perfect for two people. The bed was comfortable, the linen was pristine, and the TV was ""well stocked"" with an assortment of streaming services. Not to mention the immaculate state of the kitchen. There was even an incident that our host (Melissa dearest) was quick to solve and very gracious about. All in all, it was a wonderful stay and perfect to visit a friend who lives in Vegas!', 'it was a very homey, cute place that was very comfortable and clean! Melissa’s a great host', ""Melissa's place was awesome. it looked better than the pictures. the bed is comfortable. it was clean and tidy. I liked that it had some necessities, like things to cook with, paper plates and utensils. the shower is awesome, a little confusing, but still awesome. I would definitely stay here again.\nThanks Melissa"", 'Everything was good!!!', 'Melissa’s AirBnb was just as expected! We were in Vegas for 5 days and it was the perfect little place to stay. Not too far from the strip and other attractions, close to many shopping centers and restaurants. The place was very clean and Melissa was very helpful and friendly. We will definitely return!', 'place was great! exactly as advertised', 'Had a great stay, everything was very seamless! 👍', ""It's a wonderful place, book it if you have the opportunity!"", 'Very nice place. Quiet and easy to find. Would definitely recommend and book again', 'Melissa was a great host!! She responded quickly to our messages and to get us what we needed! Great place for a weekend trip!!', 'Conveniently located by so many food places and different essential shops (I.e target, Walmart… etc) Melissa responded quickly with a question I had prior to booking , check in was a breeze. Will definitely consider staying when I’m in Las Vegas again.', 'Great place to stay in Vegas!! Super clean and had everything we needed :)', 'Enjoyed our stay. It was just what we needed for a short stay for 2 people. Could have used some hand soap in the bathroom, but other than that it was a great experience.', 'overall this was a decent place to stay.', 'We had a wonderful stay here! Super convenient area for everything we wanted to do. Great place to stay for a short getaway. Melissa communicated great and was very quick with her responses!', 'Super great find! Stayed 2 different times around our flights out of LAS. Bed and pillows were very comfortable (I am very picky), quiet little area, slept like a rock after our hiking trip to Zion. Would absolutely stay again', 'Very small and lovely, floors were a little dirty but everything else was very nice, enjoyed the stay.', 'Melissa’s place was great! Nice little place to stay. The shower took a lil bit to learn to use but once you did that was nice. Cute lil spot for our quick trip! Melissa was great with communication and informative.', 'I absolutely loved the interior it was so cozy had everything I needed. Would love to stay here again.', 'A lovely spot for a weekend getaway in Vegas. We were able to use the chicken to make a few meals. Everything was clean and comfortable, all for a great price. Melissa was helpful to address any issues. We would definitely consider staying here again!', 'The space was ok. It’s a converted garage, so no windows. Unfortunately there was a homeless person sleeping on the sidewalk when we left in the morning.', 'thanks for the room', ""Nice host, but a few things I noticed. No soap in bathroom by sink so needed to use shower soap. Not a big deal but something to note. Had some dogs barking usually every night and parking was a little odd in that you needed to go over curb to fit in middle of hosts' 2 cars. There was also an occasional door slamming / reverberation that sometimes I thought someone was coming into the apartment. The fan/heating system is pretty loud if you are a light sleeper."", 'Cool', 'This cute little converted garage made the perfect place to stay - it was easy to park and make our way around Vegas. Will definitely be back!', 'Nice place, like the photos, there is public transport for the main avenue however it is delayed, it is better to have a car', 'Great host', 'Charming and great use of space. It was so nice and cool amidst the heat wave. It was perfect for our needs!', 'Melissa was super friendly and responded really quick! Her studio was very clean, cozy and cute.', 'Great stay!', 'I would stay here again', ""CLEAN and private! We had a lovely view of Sunrise Mountain, and the area wasn't far from surrounding shopping areas . Thank you so much for the lovely stay."", 'Great quiet place. Really nice host.', 'would stay there again.', 'My husband and I loved everything about this place it was clean, quite, and Melissa was a great host.', 'Super clean and very modern! Definitely will be staying again!', 'i love staying here this was my second time staying i will continue to stay here', 'Pros: clean, modern, easy instructions to enter Cons: was told I can’t flush toilet paper after using it. If I would have known that, I would’ve never booked. Plumbing should be fixed to accommodate paying customers. I don’t think people want to put used toilet paper in the trash after use. That’s pretty disgusting. That for me, ruined my experience unfortunately. Also there was no courtesy waters in the fridge, and fridge took forever to cook up normal drinks. Overall my stay was a 3/5.', 'Booked here for 2 nights and it was absolutely perfect i loved it, the strip was less than 20 mins away, lots of restaurants and stores around the area. 10/10 recommend thank you Melissa for hosting us !', 'Cute little garage conversion which was perfect for a Vegas stay! I prefer to not be directly on the strip, but still like to have easy access to downtown, etc - this place was the perfect spot! Will definitely be back!', ""Great place. it's located in a seemingly quite area. Plenty of places within 10-15 min, and the strip about 20 away. I would stay again."", 'Very kind and understanding host, everything was great. Place is perfect, neat, clean and matched the description. Would definitely recommend for anyone’s stay in the Vegas area.', ""My friend and I stayed over for one night. We both agreed to all of the following: This place has a strong stench/musky smell right when you enter. There are no windows besides the door you enter through. The A/C is very loud and does not meet the wanted temperature; it was on overnight- even brought it up to 85, but felt like 70 or lower. I ended up doubling up on my clothes. Their neighbor's dog barked nonstop overnight and it echoed through the A/C. There are brown, moldy stains in the bathroom- makes sense bc there is no ventilation in the bathroom. There were 2 long strands of hair on the towel and it made us question the cleanliness of the place on top of everything else we noticed. In addition, their bedsheets/pillowcases are super thin. Even if the sheets/cases are washed, not sure how clean the pillows/mattress actually are. Probably one of the worst sleeps at an airbnb. I'd definitely pay a little more to stay in a nicer place."", 'Great place to stay at.', 'Everything was great!', 'This was my 2nd time staying here and it was as I remembered. Clean and peaceful', 'always a pleasure - thank you Melissa!! love this little spot ++++', 'Great, quiet cute little place with an amazing shower', 'Overall nice stay.', 'I enjoyed the stay it was clean and felt right at home i felt welcomed and it was great well worth every penny', 'The place was beautiful! Would come back! :)', 'This was the first AirBnB ive rented out and i would recommend and do it again with her.', 'I had an excellent stay at this Airbnb in Vegas! The place looked very modern and was spotlessly clean. Having a driveway parking spot was convenient, and the location was easy to find in a peaceful neighborhood. Definitely deserving of 5 stars!\nI also want to highlight that Melissa, the host, was incredibly nice and responsive to messages through the app. Her attentiveness added to the overall positive experience of my stay. Definitely a great choice for anyone looking to stay in Vegas!', 'This was the perfect stay for a quick night in Vegas!', 'The best place to stay ! Very nice n clean!', 'place was clean and pretty, easy access, felt right at home.', 'I would not recommend this air bnb. The bed is an old mattress with an egg crate on top, so it is very uncomfortable. There was a dog just outside our space barking loudly well past 11 pm, greatly impacting our ability to actually sleep there. The bathroom (particularly shower) was dirty and there was slow response time from the host.', 'Great host!! Great stay!! Will contact Melissa every time I’m out to Vegas.', 'Would absolutely stay again.', 'very beautiful guest house', 'everything was great, the place is clean and perfect. we loved the shower 😃', 'Very responsive and accommodating! Helped resolve issues, if any, that arose. Definitely worth it if you have a car to roam around Vegas.', 'Great stay! Would book again!', 'Great place to stay for a couple in Vegas.', 'awesome stay. clean and modern.', 'Great place — a little bit of a drive but also not too far away from the airport and other sights in Las Vegas. Melissa was a great host — very responsive and friendly with any questions I had! Like many of the other reviews say, the dogs next door were very loud, at no fault of Melissa, but just something to be aware of.', 'Great place to stay, about 10-15 mins from the strip. Very clean. Great for young couples that don’t want the foot traffic from the strip.', 'I completely recommend this room, is good and the host is so kind.', 'Great quality just as expected']",['2 guests · 1 bedroom · 1 bed · 1 bath']
107,107,anis place,True,"Rated 5.0 out of 5 stars.
5.0",,Superhost,5 months hosting,€ 73 ,"['Looks just like the pictures and Anisley the hose is very friendly. The place is close to school, only traffic you’ll have is around get off school time but it’s not a big hassle.\nQuiet and save neighborhood, we only stay one night but it was very cozy. Highly recommended!', 'Had a great weekend at vegas at this airbnb :) great deal for the space , easy check in and you can even park ur car inside !!', 'Place was just like the pictures. We started we were coming to celebrate a child birthday and when we arrived there were balloons and a treat. Above and beyond!', 'Great stay', 'Anisely’s place was clean, comfortable and at a great location. The place was easy to find and very comfy. Ainsley was super friendly and available to help or answer any questions in a timely manner.', 'Host was very responsive, property was clean and nice . Parking on property was easily accessible . Spacious kitchen, 4 of us slept here comfortably and bathroom was clean. ⭐️⭐️⭐️⭐️⭐️ five stars will stay here again ! Thanks to my lovely beautiful host for being responsive, helpful & inviting. You made my vegas trip much more enjoyable! \U0001fa77']",['4 guests · 1 bedroom · 2 beds · 1 bath']
108,108,Loft 215,True,"Rated 4.97 out of 5 stars.
4.97",,Superhost,1 year hosting,€ 142 ,"['Clean and very quiet!', 'The place was very comfortable and beautiful. Would highly recommend.', 'Overall the place was good. Very clean and well kept. The check-in was a nightmare! We came in late and I made sure she knew that but we couldn’t get into our place. We called airbnb because Christine was unresponsive. I understand it was late but she still should have responded. Long story short we were sent to a hotel that airbnb paid for so we were taken care of. The next day we got in no problem and Christine reimbursed us for the one night. It was close to the airport and the strip for those who like that scene. Overall a good stay.', 'What a great stay, we will definitely be coming back to stay! Very quiet and peaceful neighborhood, host even let us check in early when we arrived way earlier than planned! Host made this trip one to remember ! Thank you!', 'Great Stay', 'Everything about Loft 215 was absolutely amazing and Sunshine is an incredible host.']",['3 guests · 1 bedroom · 1 bed · 1 bath']
